Age,Age Group,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Salary Slab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,26-35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,600,2,Male,85,3,2,Sales Executive,3,Married,4717,Upto 5K,6896,1,Y,No,14,3,2,80,2,1,3,3,1,0,1,0
35,26-35,No,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,Female,80,3,2,Sales Executive,3,Single,4859,Upto 5K,7824,7,Y,No,17,3,1,80,0,10,6,3,5,4,0,3
35,26-35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4,Single,3681,Upto 5K,3339,3,Y,Yes,11,3,2,80,0,6,1,3,3,2,0,2
35,26-35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,Male,82,1,2,Research Scientist,4,Single,6646,5K-10K,9255,2,Y,Yes,13,3,4,80,1,24,3,3,6,0,0,4
35,26-35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704,3,Male,41,2,1,Laboratory Technician,3,Married,1281,Upto 5K,11737,3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2
35,26-35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,5K-10K,19170,1,Y,Yes,25,4,4,80,1,10,2,1,10,6,0,7
35,26-35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,805,1,Female,72,3,1,Sales Representative,4,Married,2572,Upto 5K,22477,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7
35,26-35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,826,4,Female,40,4,1,Research Scientist,3,Single,2506,Upto 5K,5543,4,Y,No,17,3,1,80,2,13,2,2,0,0,0,0
35,26-35,No,Travel_Rarely,950,Research & Development,7,3,Other,1,845,3,Male,59,3,3,Manufacturing Director,3,Single,10221,10K-15K,24406,1,Y,No,13,3,4,80,1,9,2,2,9,8,0,0
35,26-35,No,Travel_Rarely,1343,Research & Development,27,1,Medical,1,856,3,Female,53,2,1,Research Scientist,1,Single,2559,Upto 5K,23293,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1
35,26-35,No,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,880,4,Female,66,2,3,Manufacturing Director,3,Married,10685,10K-15K,16292,1,Y,No,13,3,2,80,1,15,3,3,15,12,5,11
35,26-35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,1,881,4,Female,96,3,1,Research Scientist,2,Divorced,2022,Upto 5K,3974,6,Y,No,20,4,3,80,0,5,3,3,3,0,0,2
35,26-35,No,Travel_Rarely,672,Research & Development,25,3,Technical Degree,1,899,4,Male,78,2,3,Manufacturing Director,2,Married,10903,10K-15K,18798,1,Y,Yes,18,3,3,80,3,1,2,3,1,0,0,0
35,26-35,No,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,942,4,Female,51,3,2,Healthcare Representative,4,Married,4014,Upto 5K,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0
35,26-35,No,Travel_Rarely,1219,Sales,18,3,Medical,1,975,3,Female,86,3,2,Sales Executive,3,Married,4601,Upto 5K,11148,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7
35,26-35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,1,984,4,Male,92,3,3,Sales Executive,4,Divorced,7823,5K-10K,3119,2,Y,Yes,13,3,3,80,0,20,3,3,18,13,2,17
35,26-35,Yes,Travel_Rarely,622,Research & Development,14,4,Other,1,1010,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,Upto 5K,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9
35,26-35,No,Travel_Rarely,583,Research & Development,25,4,Medical,1,1014,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,10K-15K,9947,1,Y,Yes,13,3,2,80,0,1,3,4,1,0,0,0
35,26-35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,1028,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,Upto 5K,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0
35,26-35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4,Male,86,3,3,Sales Executive,1,Single,9582,5K-10K,17369,0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5
35,26-35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968,Upto 5K,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0
35,26-35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3,Single,4323,Upto 5K,13554,1,Y,No,12,3,3,80,1,8,2,4,8,7,6,3
35,26-35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258,Upto 5K,5518,1,Y,Yes,11,3,1,80,1,16,6,3,16,7,3,7
35,26-35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,10K-15K,12291,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4
35,26-35,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376,Upto 5K,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7
35,26-35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,Male,94,3,2,Sales Executive,1,Married,8966,5K-10K,23163,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8
35,26-35,No,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3,Female,78,2,3,Sales Executive,4,Married,10377,10K-15K,18203,1,Y,No,15,3,2,80,1,3,5,3,3,1,0,2
35,26-35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,3,Male,66,3,1,Research Scientist,3,Married,3506,Upto 5K,6179,1,Y,No,16,3,2,80,0,5,3,3,5,2,1,0
35,26-35,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,1350,3,Male,87,3,2,Research Scientist,3,Single,4249,Upto 5K,13829,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8
35,26-35,No,Travel_Rarely,817,Research & Development,1,3,Medical,1,1369,4,Female,60,2,2,Laboratory Technician,4,Married,5363,5K-10K,26227,4,Y,No,24,4,1,80,0,7,4,3,1,0,0,0
35,26-35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,4,Female,67,3,2,Sales Executive,3,Married,4614,Upto 5K,13938,6,Y,No,13,3,3,80,1,22,3,4,17,13,15,2
35,26-35,No,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,1412,3,Male,60,3,3,Manufacturing Director,4,Single,9362,5K-10K,9977,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7
35,26-35,No,Travel_Rarely,660,Sales,7,1,Life Sciences,1,1492,4,Male,76,3,1,Sales Representative,3,Married,2404,Upto 5K,19899,1,Y,Yes,13,3,2,80,0,6,1,3,5,3,1,3
35,26-35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,1529,4,Female,91,2,3,Healthcare Representative,2,Single,8606,5K-10K,6812,6,Y,No,13,3,2,80,1,12,2,3,10,9,0,8
35,26-35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,1554,2,Female,98,2,1,Sales Representative,3,Married,2430,Upto 5K,2560,0,Y,No,18,3,4,80,0,9,3,3,8,7,0,7
35,26-35,No,Travel_Rarely,992,Research & Development,1,3,Medical,1,1564,4,Male,68,2,1,Laboratory Technician,1,Single,2450,Upto 5K,17071,4,Y,Yes,16,3,4,80,0,22,2,2,1,0,0,0
35,26-35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1569,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,Upto 5K,6759,1,Y,Yes,19,3,3,80,0,20,3,4,19,10,2,7
35,26-35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1,1587,1,Female,51,3,2,Healthcare Representative,3,Single,6142,5K-10K,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7
35,26-35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1,1596,2,Male,46,4,2,Laboratory Technician,3,Married,3407,Upto 5K,10322,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2
35,26-35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1,1601,3,Male,63,2,1,Laboratory Technician,4,Married,2690,Upto 5K,20489,1,Y,No,11,3,4,80,0,10,2,3,10,8,6,0
35,26-35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,2,Male,48,4,2,Research Scientist,1,Married,5208,5K-10K,11479,6,Y,Yes,20,4,3,80,0,3,5,3,0,0,0,0
35,26-35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,3,Female,52,3,2,Healthcare Representative,3,Married,4148,Upto 5K,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2
35,26-35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,Male,55,2,3,Sales Executive,1,Married,10306,10K-15K,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2
35,26-35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,Male,59,1,2,Sales Executive,4,Divorced,5440,5K-10K,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3
35,26-35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4,Single,4581,Upto 5K,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2
35,26-35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,4930,Upto 5K,3735,2,Y,No,17,3,2,80,1,21,2,4,18,16,0,11
35,26-35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5K-10K,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2
35,26-35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,3,Male,84,3,2,Sales Executive,4,Single,5813,5K-10K,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8
35,26-35,No,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,5K-10K,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7
35,26-35,No,Travel_Rarely,185,Research & Development,23,4,Medical,1,1826,2,Male,91,1,1,Laboratory Technician,3,Married,2705,Upto 5K,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1
35,26-35,No,Travel_Rarely,219,Research & Development,16,2,Other,1,1886,4,Female,44,2,2,Manufacturing Director,2,Married,4788,Upto 5K,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5
35,26-35,No,Travel_Rarely,682,Sales,18,4,Medical,1,1945,2,Male,71,3,2,Sales Executive,1,Married,5561,5K-10K,12127,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2
35,26-35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,1962,3,Female,55,3,2,Sales Executive,4,Married,5204,5K-10K,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7
35,26-35,No,Travel_Rarely,1490,Research & Development,11,4,Medical,1,2003,4,Male,43,3,1,Laboratory Technician,3,Married,2660,Upto 5K,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2
35,26-35,No,Travel_Rarely,1395,Research & Development,9,4,Medical,1,2008,2,Male,48,3,2,Research Scientist,3,Single,5098,5K-10K,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2
35,26-35,No,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,1,2040,3,Female,31,3,3,Human Resources,4,Single,8837,5K-10K,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3
35,26-35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,2049,3,Male,80,3,2,Healthcare Representative,3,Married,5689,5K-10K,13493,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0
35,26-35,No,Travel_Rarely,287,Research & Development,1,4,Life Sciences,1,2052,3,Female,62,1,1,Research Scientist,4,Married,2977,Upto 5K,13943,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8
36,36-45,No,Travel_Rarely,1299,Research & Development,27,3,Medical,1,13,3,Male,94,3,2,Healthcare Representative,3,Married,5237,5K-10K,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1
36,36-45,Yes,Travel_Rarely,1218,Sales,9,4,Life Sciences,1,27,3,Male,82,2,1,Sales Representative,1,Single,3407,Upto 5K,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7
36,36-45,No,Travel_Rarely,852,Research & Development,5,4,Life Sciences,1,51,2,Female,82,2,1,Research Scientist,1,Married,3419,Upto 5K,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0
36,36-45,No,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,1,83,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,10K-15K,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2
36,36-45,No,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,85,2,Male,95,2,2,Manufacturing Director,2,Single,6499,5K-10K,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3
36,36-45,Yes,Travel_Rarely,318,Research & Development,9,3,Medical,1,90,4,Male,79,2,1,Research Scientist,3,Married,3388,Upto 5K,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1
36,36-45,No,Travel_Rarely,132,Research & Development,6,3,Life Sciences,1,97,2,Female,55,4,1,Laboratory Technician,4,Married,3038,Upto 5K,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2
36,36-45,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,9738,5K-10K,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8
36,36-45,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,Upto 5K,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1
36,36-45,No,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,Upto 5K,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8
36,36-45,No,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238,4,Male,30,3,1,Laboratory Technician,2,Single,2088,Upto 5K,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2
36,36-45,No,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,2,Female,73,3,1,Laboratory Technician,4,Single,2153,Upto 5K,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2
36,36-45,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304,4,Male,62,3,2,Laboratory Technician,2,Single,5914,5K-10K,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0
36,36-45,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,1,373,4,Male,47,3,1,Laboratory Technician,4,Married,3210,Upto 5K,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0
36,36-45,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,397,3,Male,30,3,2,Research Scientist,2,Single,4485,Upto 5K,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3
36,36-45,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,407,3,Male,81,4,1,Laboratory Technician,4,Married,3688,Upto 5K,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0
36,36-45,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,419,2,Female,47,3,2,Laboratory Technician,2,Married,5674,5K-10K,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7
36,36-45,No,Non-Travel,845,Sales,1,5,Medical,1,479,4,Female,45,3,2,Sales Executive,4,Single,6653,5K-10K,20284,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10
36,36-45,No,Travel_Frequently,541,Sales,3,4,Medical,1,481,1,Male,48,2,3,Sales Executive,4,Married,9699,5K-10K,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0
36,36-45,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,Female,96,3,1,Research Scientist,3,Married,2543,Upto 5K,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2
36,36-45,No,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,Male,61,2,3,Sales Executive,3,Married,7596,5K-10K,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9
36,36-45,No,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single,9980,5K-10K,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11
36,36-45,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,5K-10K,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13
36,36-45,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,1,Female,63,4,3,Research Director,1,Married,11713,10K-15K,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14
36,36-45,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,1,Male,76,2,3,Sales Executive,1,Single,7587,5K-10K,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8
36,36-45,No,Travel_Rarely,676,Research & Development,1,3,Other,1,823,3,Female,35,3,2,Manufacturing Director,2,Married,5228,5K-10K,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2
36,36-45,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829,3,Male,36,3,1,Human Resources,2,Married,2143,Upto 5K,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1
36,36-45,No,Travel_Rarely,928,Sales,1,2,Life Sciences,1,857,2,Male,56,3,2,Sales Executive,4,Married,6201,5K-10K,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7
36,36-45,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,878,1,Male,77,2,1,Human Resources,1,Married,2342,Upto 5K,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9
36,36-45,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,924,3,Male,68,3,2,Healthcare Representative,4,Married,6586,5K-10K,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4
36,36-45,No,Travel_Rarely,188,Research & Development,7,4,Other,1,949,2,Male,65,3,1,Research Scientist,4,Single,4678,Upto 5K,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4
36,36-45,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,3,Male,79,3,1,Laboratory Technician,3,Single,2519,Upto 5K,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12
36,36-45,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,1,967,3,Male,51,2,3,Sales Executive,4,Married,10325,10K-15K,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0
36,36-45,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,990,1,Male,84,3,2,Sales Executive,4,Divorced,5079,5K-10K,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2
36,36-45,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,3,Female,43,4,1,Laboratory Technician,1,Single,2743,Upto 5K,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0
36,36-45,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,Upto 5K,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0
36,36-45,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,5K-10K,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2
36,36-45,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,5K-10K,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7
36,36-45,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,Upto 5K,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1
36,36-45,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,10K-15K,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5
36,36-45,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married,3692,Upto 5K,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3
36,36-45,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,3,Female,53,3,2,Manufacturing Director,2,Single,5410,5K-10K,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2
36,36-45,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,1312,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5K-10K,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0
36,36-45,No,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,1,Female,83,4,2,Sales Executive,1,Married,4639,Upto 5K,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3
36,36-45,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,Female,99,3,2,Sales Executive,2,Single,9278,5K-10K,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8
36,36-45,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1435,1,Male,37,2,2,Laboratory Technician,4,Single,5810,5K-10K,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2
36,36-45,No,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,Female,98,2,2,Sales Executive,1,Married,5647,5K-10K,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0
36,36-45,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1,1556,3,Male,70,3,1,Sales Representative,4,Single,2644,Upto 5K,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2
36,36-45,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1,1585,2,Female,73,3,2,Sales Executive,3,Single,6815,5K-10K,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0
36,36-45,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1594,1,Male,80,4,2,Laboratory Technician,1,Married,5562,5K-10K,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7
36,36-45,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663,Upto 5K,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7
36,36-45,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008,5K-10K,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9
36,36-45,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2,Single,2013,Upto 5K,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3
36,36-45,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374,Upto 5K,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2
36,36-45,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,5K-10K,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8
36,36-45,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347,5K-10K,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9
36,36-45,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,Upto 5K,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1
36,36-45,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,5K-10K,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
36,36-45,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321,5K-10K,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2
36,36-45,No,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,5K-10K,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7
36,36-45,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,1,1880,2,Female,63,2,2,Sales Executive,3,Married,5673,5K-10K,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6
36,36-45,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,1890,2,Male,94,2,2,Human Resources,4,Single,3886,Upto 5K,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2
36,36-45,No,Travel_Rarely,335,Sales,17,2,Marketing,1,1908,3,Male,33,2,2,Sales Executive,2,Married,5507,5K-10K,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7
36,36-45,No,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1949,1,Male,66,4,1,Laboratory Technician,2,Married,2810,Upto 5K,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8
36,36-45,No,Travel_Rarely,557,Sales,3,3,Medical,1,2024,1,Female,94,2,3,Sales Executive,4,Married,7644,5K-10K,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2
36,36-45,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,5K-10K,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4
36,36-45,No,Non-Travel,301,Sales,15,4,Marketing,1,2036,4,Male,88,1,2,Sales Executive,4,Divorced,5406,5K-10K,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0
36,36-45,No,Travel_Rarely,1120,Sales,11,4,Marketing,1,2045,2,Female,100,2,2,Sales Executive,4,Married,6652,5K-10K,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6
36,36-45,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married,2571,Upto 5K,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0
